EM_QUAL_DEPARTAMENTO_DO_CEPEL_VOCE_ESTA_ALOCADO,FAVOR_APONTAR_SUA_FAIXA_ETARIA,FAVOR_APONTAR_O_SEU_TEMPO_DE_CASA_NO_CEPEL,FAVOR_APONTAR_SEU_MAIOR_NIVEL_DE_FORMACAO_EDUCACIONAL,HA_QUANTO_TEMPO_VOCE_JA_PROGRAMA_DESENVOLVE_SISTEMAS,HA_QUANTO_TEMPO_VOCE_JA_TRABALHA_COM_DADOS_GOVERNANCA_ENGENHARIA_CIENCIA_OU_ANALISE_DE_DADOS,SENIORIDADE_TEMPO_DE_CASA_NO_CEPEL,SENIORIDADE_TEMPO_VOCE_JA_PROGRAMA_DESENVOLVE_SISTEMAS,SENIORIDADE_TEMPO_VOCE_JA_TRABALHA_COM_DADOS_GOVERNANCA_ENGENHARIA_CIENCIA_OU_ANALISE_DE_DADOS,TECNOLOGIA,RESPOSTA,CATEGORIA,TOTAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,PRINCIPIOS_SOLID,Já usei,BOAS_PRATICAS_ENGENHARIA,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,PRINCIPIOS_YAGNI,Me interesso em usar,BOAS_PRATICAS_ENGENHARIA,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,PROXMOX,Não tenho opinião / Não sei,VIRTUALIZACAO_E_ACESSO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,PULUMI,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,PUPPET,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,PYCHARM,Já usei,IDES_E_FERRAMENTAS_DEV,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,PYTHON,Já usei,LINGUAGEM_PROGRAMACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,QUAIS_DAS_SEGUINTES_LINGUAGENS_DE_PROGRAMACAO_VOLTADAS_A_DADOS_LHE_SAO_PRIORITARIAS,JavaScript;Java;R;,LINGUAGEM_PRIORITARIA,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,QUAIS_DOS_SEGUINTES_FRAMEWORKSFERRAMENTAS_DE_CONTROLE_DE_VERSAO_DE_SOFTWAREDADOS_LHE_SAO_PRIORITARIOS,Git + GitHub;Git + Bitbucket;Git + GitLab;,CONTROLE_VERSAO_PRIORITARIO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,QUAIS_DOS_SEGUINTES_FRAMEWORKSFERRAMENTAS_DE_DESENVOLVIMENTO_DE_SOFTWAREDADOS_LHE_SAO_PRIORITARIOS,VS Code;Sublime;,IDES_PRIORITARIO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,WSL - Windows Subsystem for Linux;Docker;DockerCompose;,VIRTUALIZACAO_PRIORITARIO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,QUAIS_DOS_SEGUINTES_SISTEMAS_OPERACIONAIS_LHE_SAO_PRIORITARIOS,"Windows 10/11;Linux Arch (Manjaro, EndeavourOS);iOS;",SISTEMA_OPERACIONAL_PRIORITARIO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,R,Me interesso em usar,LINGUAGEM_PROGRAMACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,RDP_WINDOWS,Não tenho opinião / Não sei,VIRTUALIZACAO_E_ACESSO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,READ_THE_DOCS,Uso atualmente,DOCUMENTACAO_COLABORACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,REFACTORING,Não tenho opinião / Não sei,BOAS_PRATICAS_ENGENHARIA,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,RESTRUCTUREDTEXT_REST,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,RUBY,Me interesso em usar,LINGUAGEM_PROGRAMACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,RUST,Me interesso em usar,LINGUAGEM_PROGRAMACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SAFE,Não tenho opinião / Não sei,METODOLOGIAS_GESTAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SALT,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SCALA,Não tenho opinião / Não sei,LINGUAGEM_PROGRAMACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SCOPI,Não tenho opinião / Não sei,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SCRIBE,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SCRUM,Uso atualmente,METODOLOGIAS_GESTAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SHELL_SCRIPT,Uso atualmente,LINGUAGEM_PROGRAMACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SINGULARITY,Não tenho opinião / Não sei,VIRTUALIZACAO_E_ACESSO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SLACK,Já usei,DOCUMENTACAO_COLABORACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SPHINX,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SQL,Já usei,LINGUAGEM_PROGRAMACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SSH,Uso atualmente,VIRTUALIZACAO_E_ACESSO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SUBLIME,Já usei,IDES_E_FERRAMENTAS_DEV,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SVN_APACHE_SUBVERSION,Não tenho opinião / Não sei,CONTROLE_DE_VERSAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SWAGGER,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,SWEBOK,Não tenho opinião / Não sei,METODOLOGIAS_GESTAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,TDD_TESTDRIVEN_DEVELOPMENT,Me interesso em usar,BOAS_PRATICAS_ENGENHARIA,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,TEAMCITY,Não tenho opinião / Não sei,CI_CD,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,TERRAFORM,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,THE_TWELVEFACTOR_APP,Não tenho opinião / Não sei,BOAS_PRATICAS_ENGENHARIA,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,TRAVIS_CI,Não tenho opinião / Não sei,CI_CD,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,TRELLO,Já usei,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,TYPESCRIPT,Me interesso em usar,LINGUAGEM_PROGRAMACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,VAGRANT,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,VIM,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,VIRTUALBOX,Não tenho opinião / Não sei,VIRTUALIZACAO_E_ACESSO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,VMWARE,Não tenho opinião / Não sei,VIRTUALIZACAO_E_ACESSO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,VNC_MULTIPLATAFORMA,Não tenho opinião / Não sei,VIRTUALIZACAO_E_ACESSO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,VS_CODE,Uso atualmente,IDES_E_FERRAMENTAS_DEV,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,WINDOWS_1011,Uso atualmente,SISTEMA_OPERACIONAL,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,WINDOWS_NT_SERVER,Não tenho opinião / Não sei,SISTEMA_OPERACIONAL,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Graduação,3-5 anos,Menos de 1 ano,Junior,Pleno,Junior,WSL_WINDOWS_SUBSYSTEM_FOR_LINUX,Uso atualmente,VIRTUALIZACAO_E_ACESSO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,ANDROID,Já usei,SISTEMA_OPERACIONAL,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,ANSIBLE,Me interesso em usar,INFRAESTRUTURA_COMO_CODIGO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,ANTIGRAVITY,Me interesso em usar,IDES_E_FERRAMENTAS_DEV,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,ARGOCD,Me interesso em usar,CI_CD,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,BACKSTAGE_IDP,Me interesso em usar,IDES_E_FERRAMENTAS_DEV,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,BDD_BEHAVIORDRIVEN_DESIGN,Me interesso em usar,BOAS_PRATICAS_ENGENHARIA,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,BITBUCKET_PIEPELINES,Me interesso em usar,CI_CD,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,BSC_DESIGNER,Me interesso em usar,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,BUGZILLA,Me interesso em usar,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,C,Já usei,LINGUAGEM_PROGRAMACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,CHEF,Me interesso em usar,INFRAESTRUTURA_COMO_CODIGO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,CHROME_OS,Me interesso em usar,SISTEMA_OPERACIONAL,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,CIRCLE_CI,Me interesso em usar,CI_CD,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,CKAN,Me interesso em usar,DOCUMENTACAO_COLABORACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,CLEAN_ARCHITECTURE_E_CLEAN_CODE,Me interesso em usar,BOAS_PRATICAS_ENGENHARIA,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,CLICKUP,Me interesso em usar,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,CODER_CDE,Me interesso em usar,IDES_E_FERRAMENTAS_DEV,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,COMPASS,Me interesso em usar,IDES_E_FERRAMENTAS_DEV,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,CONFLUENCE,Me interesso em usar,DOCUMENTACAO_COLABORACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,CRISPDM,Me interesso em usar,BOAS_PRATICAS_ENGENHARIA,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,CROSSPLANE,Me interesso em usar,INFRAESTRUTURA_COMO_CODIGO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,CURSOR,Me interesso em usar,IDES_E_FERRAMENTAS_DEV,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,CVS_CONCURRENT_VERSION_SYSTEM,Me interesso em usar,CONTROLE_DE_VERSAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,C_E_C,Já usei,LINGUAGEM_PROGRAMACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,DATAOPS,Me interesso em usar,BOAS_PRATICAS_ENGENHARIA,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,DDD_DOMAINDRIVEN_DESIGN,Me interesso em usar,BOAS_PRATICAS_ENGENHARIA,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,DESIGN_PATTERNS,Uso atualmente,BOAS_PRATICAS_ENGENHARIA,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,DEVOPS,Uso atualmente,BOAS_PRATICAS_ENGENHARIA,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,DEVSECOPS_OWASP_TOP_10,Me interesso em usar,BOAS_PRATICAS_ENGENHARIA,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,DMBOK,Me interesso em usar,METODOLOGIAS_GESTAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,DOCKER,Uso atualmente,VIRTUALIZACAO_E_ACESSO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,DOCKERCOMPOSE,Uso atualmente,VIRTUALIZACAO_E_ACESSO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,DOCKERSWARM,Me interesso em usar,VIRTUALIZACAO_E_ACESSO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,DOXYGEN,Me interesso em usar,DOCUMENTACAO_COLABORACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,DRAWIO,Já usei,DOCUMENTACAO_COLABORACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,DVC_DATA_VERSION_CONTROL,Me interesso em usar,CONTROLE_DE_VERSAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,ECLIPSE,Me interesso em usar,IDES_E_FERRAMENTAS_DEV,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,EMACS,Me interesso em usar,IDES_E_FERRAMENTAS_DEV,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,EXTREME_PROGRAMMING_XP,Me interesso em usar,METODOLOGIAS_GESTAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,FLUXCD,Me interesso em usar,CI_CD,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,FORTRAN,Não tenho opinião / Não sei,LINGUAGEM_PROGRAMACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,GITHUB_ACTIONS,Me interesso em usar,CI_CD,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,GITHUB_CODESPACES,Me interesso em usar,IDES_E_FERRAMENTAS_DEV,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,GITLAB_CICD,Me interesso em usar,CI_CD,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,GIT_BITBUCKET,Uso atualmente,CONTROLE_DE_VERSAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,GIT_GITHUB,Já usei,CONTROLE_DE_VERSAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,GIT_GITLAB,Já usei,CONTROLE_DE_VERSAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,GIT_LFS_LARGE_FILE_STORAGE,Me interesso em usar,CONTROLE_DE_VERSAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,GLPI,Uso atualmente,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,GO,Me interesso em usar,LINGUAGEM_PROGRAMACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,GOOGLE_COLABORATORY,Já usei,IDES_E_FERRAMENTAS_DEV,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,INTELLIJ_IDEA,Me interesso em usar,IDES_E_FERRAMENTAS_DEV,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,IOS,Me interesso em usar,SISTEMA_OPERACIONAL,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,JAVA,Já usei,LINGUAGEM_PROGRAMACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,JAVASCRIPT,Já usei,LINGUAGEM_PROGRAMACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,JENKINS,Já usei,CI_CD,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,JIRA,Uso atualmente,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,JULIA,Me interesso em usar,LINGUAGEM_PROGRAMACAO,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,JUPYTER_LABNOTEBOOK,Já usei,IDES_E_FERRAMENTAS_DEV,1
DT/DGA - Depto de Tecnologia em Gestão de Ativos,25-34 anos,1-2 anos,Mestrado / MBA,5-10 anos,3-5 anos,Junior,Senior,Pleno,KAGGLE_NOTEBOOKS,Me interesso em usar,IDES_E_FERRAMENTAS_DEV,1
